,Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings
1924,F,0.61,0.46,0.155,0.9570000000000001,0.4255,0.1975,0.265,8
602,F,0.39,0.3,0.1,0.265,0.1075,0.06,0.0865,13
759,M,0.57,0.43,0.12,1.0615,0.348,0.16699999999999998,0.31,15
3637,I,0.435,0.325,0.1,0.342,0.1335,0.0835,0.105,6
3295,M,0.59,0.45,0.12,0.7485,0.3345,0.1315,0.22,14
3541,I,0.45,0.35,0.11,0.514,0.253,0.1045,0.14,8
2998,F,0.635,0.51,0.17,1.2235,0.532,0.271,0.354,9
3901,F,0.525,0.43,0.125,0.813,0.3315,0.166,0.1775,12
4043,F,0.58,0.46,0.135,0.9259999999999999,0.4025,0.20800000000000002,0.275,8
3206,I,0.295,0.215,0.075,0.11599999999999999,0.037000000000000005,0.0295,0.04,8
2107,F,0.675,0.55,0.18,1.6885,0.562,0.3705,0.6,15
2699,M,0.67,0.5,0.2,1.2690000000000001,0.5760000000000001,0.2985,0.35100000000000003,11
1260,I,0.44,0.34,0.12,0.43799999999999994,0.2115,0.083,0.12,9
3010,I,0.375,0.26,0.08,0.2075,0.09,0.0415,0.07,6
93,F,0.625,0.495,0.165,1.262,0.507,0.318,0.39,10
2359,F,0.645,0.525,0.2,1.449,0.601,0.2565,0.505,13
2194,I,0.43,0.325,0.11,0.3675,0.1355,0.0935,0.12,13
2517,M,0.48,0.37,0.135,0.6315,0.3445,0.1015,0.161,7
1583,I,0.51,0.395,0.13,0.6025,0.281,0.14300000000000002,0.162,7
23,F,0.55,0.415,0.135,0.7635,0.318,0.21,0.2,9
3725,M,0.495,0.375,0.155,0.976,0.45,0.2285,0.2475,9
3816,M,0.465,0.355,0.12,0.5315,0.2725,0.09699999999999999,0.1395,8
1600,I,0.535,0.4,0.13,0.657,0.2835,0.162,0.175,7
3375,F,0.46,0.33,0.15,0.5325,0.2085,0.1805,0.125,10
871,F,0.62,0.505,0.16,1.3725,0.6285,0.275,0.3685,11
174,I,0.235,0.16,0.04,0.048,0.0185,0.018000000000000002,0.015,5
1395,M,0.64,0.525,0.18,1.3135,0.4865,0.2995,0.4075,10
1972,M,0.68,0.54,0.19,1.6230000000000002,0.7165,0.354,0.4715,12
315,I,0.45,0.355,0.11,0.4585,0.19399999999999998,0.067,0.14,8
217,I,0.405,0.3,0.12,0.324,0.1265,0.07,0.11,7
2186,F,0.52,0.4,0.125,0.6865,0.295,0.1715,0.185,9
1210,I,0.185,0.375,0.12,0.4645,0.196,0.1045,0.15,6
3134,M,0.46,0.36,0.125,0.547,0.2165,0.1105,0.19,8
2480,F,0.52,0.425,0.145,0.7,0.207,0.1905,0.24,13
2577,I,0.505,0.385,0.12,0.6005,0.239,0.142,0.185,7
3449,M,0.52,0.395,0.125,0.8115,0.4035,0.166,0.2,7
1345,M,0.585,0.475,0.15,1.065,0.5315,0.19899999999999998,0.2885,10
1424,F,0.73,0.58,0.19,1.7375,0.6785,0.4345,0.52,11
2335,M,0.61,0.49,0.15,1.103,0.425,0.2025,0.36,23
1321,I,0.56,0.425,0.145,0.688,0.3095,0.1305,0.2165,9
2855,F,0.655,0.515,0.155,1.3090000000000002,0.524,0.34600000000000003,0.385,11
99,F,0.475,0.375,0.125,0.5785,0.2775,0.085,0.155,10
1632,M,0.575,0.455,0.165,0.867,0.3765,0.1805,0.268,8
1289,I,0.505,0.395,0.105,0.551,0.248,0.10300000000000001,0.171,8
3973,I,0.415,0.33,0.1,0.3905,0.1925,0.0755,0.1025,7
3414,F,0.49,0.37,0.105,0.5265,0.249,0.1005,0.14800000000000002,7
3732,F,0.575,0.42,0.19,1.764,0.914,0.377,0.4095,10
120,F,0.47,0.365,0.105,0.4205,0.163,0.1035,0.14,9
1188,F,0.69,0.54,0.155,1.454,0.624,0.3105,0.39,9
3879,F,0.61,0.49,0.17,1.1775,0.5655,0.2385,0.295,15
156,F,0.575,0.46,0.19,0.9940000000000001,0.392,0.2425,0.34,13
2483,F,0.54,0.415,0.175,0.8975,0.275,0.24100000000000002,0.275,14
1545,I,0.375,0.28,0.08,0.2165,0.0935,0.0925,0.07,7
1937,M,0.625,0.515,0.17,1.331,0.5725,0.3005,0.361,9
1666,F,0.605,0.47,0.155,0.9740000000000001,0.39299999999999996,0.22399999999999998,0.3345,9
1061,I,0.275,0.195,0.065,0.106,0.054000000000000006,0.02,0.027999999999999997,6
305,I,0.2,0.145,0.06,0.037000000000000005,0.0125,0.0095,0.011000000000000001,4
3983,F,0.585,0.45,0.125,0.8740000000000001,0.3545,0.2075,0.225,6
3789,F,0.645,0.51,0.155,1.129,0.5015,0.24,0.342,10
1370,M,0.615,0.47,0.165,1.128,0.4465,0.2195,0.34,10
2384,F,0.44,0.345,0.105,0.4285,0.165,0.083,0.132,11
1200,F,0.72,0.55,0.2,1.9965,0.9035,0.469,0.5215,10
4046,M,0.6,0.46,0.155,0.6655,0.285,0.149,0.26899999999999996,11
2302,M,0.46,0.375,0.13,0.5735,0.2505,0.11900000000000001,0.195,9
1657,M,0.6,0.48,0.165,0.9165,0.4135,0.1965,0.2725,9
843,M,0.505,0.44,0.14,0.8275,0.3415,0.1855,0.239,8
240,M,0.565,0.425,0.16,0.9425,0.3495,0.2185,0.275,17
1162,M,0.61,0.485,0.145,1.3305,0.7829999999999999,0.2255,0.2865,9
1503,F,0.63,0.49,0.225,1.3359999999999999,0.6805,0.259,0.3245,10
2654,F,0.545,0.43,0.14,0.8320000000000001,0.4355,0.17,0.201,9
879,F,0.64,0.51,0.165,1.486,0.7595,0.332,0.321,8
3189,M,0.55,0.405,0.15,0.9235,0.41200000000000003,0.2135,0.24,7
4092,F,0.625,0.49,0.19,1.7015,0.7465,0.4105,0.3855,11
1157,F,0.605,0.47,0.165,1.1775,0.611,0.2275,0.292,9
1404,F,0.655,0.525,0.19,1.3595,0.564,0.3215,0.3985,10
1068,I,0.37,0.28,0.1,0.221,0.1165,0.0265,0.0635,6
495,F,0.625,0.5,0.15,0.953,0.3445,0.2235,0.305,15
2170,M,0.285,0.21,0.075,0.1185,0.055,0.0285,0.04,7
1480,F,0.58,0.46,0.175,1.165,0.65,0.2205,0.3055,9
1731,F,0.665,0.505,0.16,1.2915,0.631,0.2925,0.32,11
655,M,0.295,0.215,0.075,0.129,0.05,0.0295,0.04,7
642,F,0.59,0.45,0.16,0.9,0.358,0.156,0.315,19
2937,M,0.625,0.515,0.165,1.217,0.667,0.2065,0.3115,10
584,F,0.41,0.305,0.1,0.363,0.1735,0.065,0.11,11
1044,M,0.69,0.525,0.175,1.7005,0.8255,0.36200000000000004,0.405,8
3101,M,0.595,0.455,0.145,0.9420000000000001,0.43,0.182,0.27699999999999997,11
555,I,0.5,0.385,0.15,0.6265,0.2605,0.1665,0.16,10
3052,F,0.595,0.46,0.16,0.9209999999999999,0.4005,0.2025,0.2875,9
3462,F,0.625,0.47,0.17,1.255,0.525,0.2415,0.405,10
3701,M,0.66,0.51,0.18,1.261,0.5,0.2335,0.33899999999999997,10
1104,I,0.51,0.405,0.125,0.6795,0.3465,0.1395,0.182,8
1174,F,0.635,0.495,0.015,1.1565,0.5115,0.308,0.2885,9
177,I,0.315,0.245,0.085,0.1435,0.053,0.0475,0.05,8
2167,F,0.37,0.275,0.085,0.2405,0.10400000000000001,0.0535,0.07,5
3364,M,0.33,0.245,0.085,0.171,0.0655,0.0365,0.055,11
2925,I,0.605,0.48,0.155,0.9995,0.425,0.1985,0.3,10
2320,I,0.4,0.31,0.1,0.2875,0.1145,0.0635,0.095,10
51,M,0.4,0.32,0.095,0.303,0.1335,0.06,0.1,7
2500,F,0.48,0.39,0.125,0.6905,0.21899999999999997,0.155,0.2,12
803,I,0.37,0.275,0.1,0.22,0.094,0.045,0.065,7
2481,M,0.39,0.285,0.095,0.271,0.11,0.06,0.08,8
73,M,0.57,0.48,0.175,1.185,0.474,0.261,0.38,11
1800,M,0.605,0.475,0.175,1.2525,0.5575,0.3055,0.34299999999999997,9
1173,M,0.63,0.5,0.175,1.2645,0.5635,0.3065,0.3425,10
2057,I,0.48,0.35,0.135,0.5465,0.2735,0.0995,0.158,8
3745,I,0.285,0.205,0.07,0.106,0.039,0.0285,0.034,5
564,F,0.47,0.355,0.13,0.5465,0.2005,0.126,0.185,14
2662,F,0.57,0.45,0.18,0.9079999999999999,0.4015,0.217,0.255,9
2414,I,0.42,0.305,0.11,0.28,0.094,0.0785,0.0955,9
1113,I,0.525,0.4,0.13,0.6455,0.325,0.1245,0.17,8
3032,I,0.535,0.42,0.145,0.6885,0.273,0.1515,0.237,9
3826,F,0.68,0.52,0.185,1.541,0.5985,0.395,0.4575,10
1108,I,0.515,0.385,0.125,0.6115,0.3175,0.1265,0.15,8
402,F,0.435,0.325,0.11,0.4335,0.17800000000000002,0.0985,0.155,7
3066,F,0.64,0.5,0.15,1.2015,0.5589999999999999,0.231,0.3355,9
1096,I,0.475,0.35,0.1,0.4545,0.2165,0.111,0.115,7
3857,M,0.655,0.515,0.2,1.3730000000000002,0.44299999999999995,0.3375,0.49,16
157,M,0.645,0.485,0.215,1.514,0.546,0.2615,0.635,16
831,I,0.425,0.325,0.1,0.39799999999999996,0.1185,0.0645,0.0945,6
1298,I,0.53,0.42,0.155,0.81,0.4725,0.111,0.192,10
1778,F,0.49,0.355,0.16,0.8795,0.3485,0.215,0.2825,8
494,M,0.625,0.5,0.195,1.369,0.5875,0.2185,0.37,17
52,M,0.485,0.36,0.13,0.5415,0.2595,0.096,0.16,10
3401,M,0.48,0.395,0.15,0.6815,0.2145,0.1405,0.2495,18
220,F,0.445,0.325,0.125,0.455,0.1785,0.1125,0.14,9
705,M,0.415,0.325,0.14,0.41700000000000004,0.1535,0.1015,0.14400000000000002,10
26,F,0.58,0.45,0.185,0.9955,0.3945,0.272,0.285,11
2941,F,0.63,0.48,0.165,1.2615,0.5505,0.27699999999999997,0.3885,10
1697,M,0.63,0.485,0.165,1.2329999999999999,0.6565,0.2315,0.3035,10
1220,I,0.33,0.25,0.095,0.2085,0.102,0.0395,0.052000000000000005,7
461,F,0.585,0.465,0.17,0.9915,0.3865,0.22399999999999998,0.265,12
214,F,0.485,0.395,0.16,0.66,0.2475,0.128,0.235,14
680,I,0.37,0.275,0.1,0.2295,0.0885,0.0465,0.07,7
3266,F,0.495,0.385,0.135,0.6625,0.3005,0.1635,0.185,11
2189,F,0.49,0.37,0.14,0.585,0.243,0.115,0.195,10
3287,M,0.55,0.46,0.13,0.7085,0.305,0.1455,0.205,12
414,F,0.605,0.495,0.17,1.2385,0.528,0.2465,0.39,14
2530,F,0.6,0.485,0.165,1.1405,0.5870000000000001,0.2175,0.28800000000000003,9
2501,F,0.33,0.26,0.08,0.2,0.0625,0.05,0.07,9
1175,M,0.64,0.515,0.165,1.369,0.632,0.3415,0.358,10
2378,I,0.415,0.325,0.115,0.3285,0.1405,0.051,0.106,12
764,F,0.61,0.47,0.145,1.153,0.40299999999999997,0.29600000000000004,0.32,14
321,I,0.19,0.145,0.04,0.038,0.0165,0.0065,0.015,4
1613,I,0.55,0.42,0.135,0.816,0.3995,0.1485,0.23,12
751,M,0.485,0.355,0.12,0.547,0.215,0.1615,0.14,10
3485,I,0.485,0.37,0.115,0.637,0.38,0.1335,0.128,7
817,I,0.35,0.27,0.09,0.2055,0.075,0.0575,0.062,6
2586,F,0.555,0.425,0.14,0.963,0.44,0.22399999999999998,0.24,7
881,M,0.655,0.52,0.165,1.4095,0.586,0.29100000000000004,0.405,9
2793,M,0.63,0.505,0.175,1.2209999999999999,0.555,0.252,0.34,12
144,M,0.475,0.375,0.13,0.5175,0.2075,0.1165,0.17,10
857,M,0.59,0.46,0.13,1.102,0.455,0.2055,0.33,12
1152,M,0.59,0.47,0.15,0.9955,0.48100000000000004,0.23199999999999998,0.24,8
3035,I,0.55,0.405,0.15,0.6755,0.3015,0.1465,0.21,10
3938,F,0.35,0.275,0.065,0.205,0.0745,0.0465,0.07,10
2903,F,0.575,0.425,0.15,0.8765,0.455,0.18,0.228,8
44,I,0.21,0.15,0.05,0.042,0.0175,0.0125,0.015,4
1022,F,0.64,0.5,0.17,1.5175,0.693,0.326,0.409,11
1793,M,0.575,0.44,0.185,1.025,0.5075,0.2245,0.2485,10
354,M,0.635,0.515,0.17,1.275,0.509,0.28600000000000003,0.34,16
3761,M,0.53,0.42,0.135,0.675,0.294,0.156,0.1825,10
3355,I,0.435,0.34,0.11,0.40700000000000003,0.1685,0.073,0.13,10
2951,M,0.64,0.575,0.175,1.4585,0.625,0.266,0.4395,11
3116,M,0.465,0.405,0.135,0.7775,0.436,0.1715,0.1455,10
1216,I,0.31,0.225,0.07,0.1055,0.435,0.015,0.04,5
4155,I,0.44,0.35,0.11,0.3805,0.1575,0.0895,0.115,6
605,I,0.425,0.345,0.125,0.425,0.16,0.0795,0.154,13
3590,F,0.65,0.52,0.195,1.6275,0.6890000000000001,0.3905,0.43200000000000005,11
256,M,0.56,0.45,0.185,1.07,0.3805,0.175,0.41,19
3453,F,0.555,0.42,0.11,0.9309999999999999,0.4445,0.171,0.225,8
3026,I,0.495,0.375,0.115,0.507,0.24100000000000002,0.10300000000000001,0.15,8
1674,M,0.61,0.47,0.17,1.1185,0.5225,0.2405,0.31,9
718,I,0.18,0.125,0.035,0.0265,0.0095,0.0055,0.0085,4
3319,F,0.705,0.555,0.2,1.4685,0.4715,0.3235,0.52,19
809,F,0.52,0.41,0.115,0.807,0.2855,0.179,0.235,12
2632,I,0.415,0.315,0.1,0.3645,0.1765,0.0795,0.095,8
291,F,0.565,0.505,0.21,1.2765,0.501,0.27899999999999997,0.355,12
3685,M,0.62,0.48,0.165,1.0855,0.48100000000000004,0.2575,0.305,10
4116,M,0.625,0.48,0.16,1.2415,0.6575,0.2625,0.2785,9
1522,M,0.68,0.515,0.17,1.6115,0.8415,0.306,0.395,11
2010,I,0.435,0.325,0.12,0.34600000000000003,0.159,0.084,0.095,7
263,I,0.245,0.195,0.06,0.095,0.0445,0.0245,0.026000000000000002,4
1477,M,0.57,0.445,0.15,0.9875,0.504,0.207,0.249,8
1860,I,0.515,0.42,0.15,0.6725,0.2555,0.1335,0.235,10
2342,I,0.255,0.185,0.07,0.075,0.027999999999999997,0.018000000000000002,0.025,6
2633,I,0.425,0.33,0.115,0.3265,0.1315,0.077,0.10300000000000001,6
56,M,0.445,0.35,0.12,0.4425,0.192,0.0955,0.135,8
976,M,0.53,0.405,0.125,0.6515,0.2715,0.1605,0.18600000000000003,7
1187,M,0.685,0.52,0.165,1.5190000000000001,0.6990000000000001,0.3685,0.4,10
2067,F,0.54,0.42,0.13,0.7505,0.368,0.1675,0.1845,9
2819,I,0.375,0.265,0.095,0.196,0.085,0.042,0.0585,5
3778,I,0.59,0.45,0.125,0.86,0.43700000000000006,0.1515,0.245,9
2223,F,0.555,0.455,0.18,0.958,0.29600000000000004,0.195,0.39,14
2031,F,0.6,0.45,0.14,0.8370000000000001,0.37,0.177,0.2425,10
2323,I,0.395,0.325,0.105,0.306,0.111,0.0735,0.095,8
3433,I,0.365,0.27,0.105,0.2155,0.0915,0.0475,0.063,6
1491,F,0.605,0.515,0.17,1.2890000000000001,0.6,0.2945,0.3315,9
2718,I,0.355,0.255,0.08,0.187,0.078,0.0505,0.057999999999999996,7
3225,I,0.44,0.35,0.12,0.375,0.1425,0.0965,0.115,9
2044,F,0.4,0.305,0.16,0.368,0.17300000000000001,0.0705,0.105,7
12,M,0.49,0.38,0.135,0.5415,0.2175,0.095,0.19,11
1454,I,0.47,0.355,0.12,0.3685,0.126,0.0835,0.1365,6
322,M,0.385,0.31,0.1,0.2845,0.1065,0.075,0.1,11
1894,M,0.57,0.46,0.155,1.0005,0.45399999999999996,0.205,0.265,11
3539,I,0.435,0.34,0.12,0.396,0.1775,0.081,0.125,8
1813,F,0.655,0.52,0.2,1.5475,0.713,0.314,0.466,9
2138,F,0.57,0.465,0.18,0.9995,0.405,0.27699999999999997,0.295,16
3291,M,0.53,0.405,0.13,0.738,0.2845,0.17,0.193,9
3630,I,0.285,0.225,0.07,0.1005,0.0425,0.0185,0.035,7
2584,M,0.54,0.435,0.14,0.7345,0.33,0.1595,0.213,9
4004,M,0.52,0.395,0.125,0.5815,0.2565,0.1265,0.17,10
2732,I,0.41,0.325,0.11,0.326,0.1325,0.075,0.10099999999999999,8
2440,M,0.465,0.355,0.125,0.5255,0.2025,0.135,0.145,13
3544,I,0.475,0.355,0.125,0.4865,0.2155,0.1105,0.142,9
1293,I,0.52,0.4,0.13,0.5825,0.233,0.1365,0.18,10
1718,M,0.65,0.505,0.19,1.274,0.59,0.23,0.391,11
2437,I,0.335,0.24,0.095,0.17,0.062,0.039,0.055,9
416,F,0.63,0.5,0.17,1.3135,0.5595,0.267,0.4,20
2290,I,0.325,0.27,0.1,0.185,0.08,0.0435,0.065,6
227,I,0.365,0.27,0.085,0.205,0.078,0.0485,0.07,7
932,I,0.445,0.35,0.13,0.4195,0.1695,0.0945,0.1195,7
2736,I,0.43,0.34,0.11,0.3645,0.159,0.0855,0.105,7
2423,F,0.41,0.315,0.11,0.321,0.1255,0.0655,0.095,10
1242,I,0.385,0.29,0.09,0.2615,0.111,0.0595,0.0745,9
3166,F,0.64,0.54,0.175,1.571,0.627,0.271,0.475,18
811,F,0.49,0.365,0.13,0.6835,0.165,0.1315,0.205,21
3721,M,0.43,0.31,0.13,0.6485,0.2735,0.163,0.184,9
183,F,0.62,0.475,0.175,1.0165,0.4355,0.214,0.325,10
3350,I,0.445,0.345,0.13,0.4075,0.1365,0.0645,0.18,11
3248,M,0.595,0.5,0.165,1.06,0.402,0.28,0.275,11
486,M,0.55,0.45,0.13,0.92,0.37799999999999995,0.2385,0.29,11
3185,F,0.59,0.415,0.15,0.8805,0.3645,0.23399999999999999,0.235,11
3047,M,0.59,0.435,0.165,0.9765,0.4525,0.2395,0.235,9
139,M,0.375,0.285,0.095,0.253,0.096,0.0575,0.0925,9
693,M,0.38,0.29,0.12,0.28300000000000003,0.1175,0.0655,0.085,9
266,M,0.52,0.45,0.15,0.895,0.3615,0.18600000000000003,0.235,14
2722,I,0.375,0.275,0.095,0.2295,0.095,0.0545,0.066,7
3416,M,0.56,0.45,0.14,0.9,0.47200000000000003,0.182,0.218,7
63,M,0.425,0.325,0.095,0.3785,0.1705,0.08,0.1,7
1189,M,0.69,0.53,0.21,1.5830000000000002,0.7355,0.405,0.3865,12
3159,F,0.34,0.255,0.085,0.204,0.09699999999999999,0.021,0.05,6
3904,M,0.575,0.47,0.165,0.853,0.292,0.179,0.35,16
2425,I,0.575,0.45,0.17,0.9315,0.358,0.2145,0.26,13
2334,F,0.8,0.63,0.195,2.526,0.9329999999999999,0.59,0.62,23
3463,M,0.625,0.485,0.17,1.4369999999999998,0.5855,0.293,0.475,11
3854,F,0.485,0.4,0.155,0.731,0.23600000000000002,0.183,0.255,11
3848,F,0.675,0.535,0.22,1.604,0.6175,0.4255,0.45299999999999996,14
1064,I,0.3,0.22,0.08,0.1255,0.055,0.0265,0.039,6
3077,M,0.685,0.51,0.165,1.545,0.6859999999999999,0.3775,0.4055,10
3726,I,0.5,0.395,0.145,0.7865,0.332,0.1815,0.2455,8
2015,I,0.475,0.365,0.12,0.5185,0.268,0.1095,0.1365,8
2244,I,0.355,0.28,0.1,0.2275,0.0935,0.0455,0.085,11
1055,I,0.195,0.135,0.04,0.0325,0.0135,0.005,0.0095,4
279,F,0.515,0.425,0.135,0.7120000000000001,0.2665,0.1605,0.25,11
3764,I,0.535,0.4,0.145,0.705,0.3065,0.1365,0.22,10
3290,F,0.51,0.395,0.12,0.6175,0.262,0.122,0.193,12
3326,I,0.55,0.415,0.135,0.8095,0.2985,0.2015,0.28,12
358,M,0.745,0.585,0.215,2.499,0.9265,0.47200000000000003,0.7,17
3746,I,0.36,0.265,0.085,0.1865,0.0675,0.037000000000000005,0.0615,7
299,M,0.37,0.28,0.105,0.23399999999999999,0.0905,0.0585,0.075,9
3686,F,0.625,0.485,0.135,1.3025,0.61,0.2675,0.3605,14
3751,I,0.45,0.335,0.115,0.3935,0.195,0.071,0.11,7
2073,F,0.58,0.435,0.15,0.8390000000000001,0.3485,0.207,0.192,7
1444,I,0.425,0.34,0.105,0.389,0.2015,0.0905,0.08800000000000001,6
1295,I,0.525,0.4,0.125,0.6965,0.369,0.1385,0.16399999999999998,9
1159,M,0.605,0.48,0.17,1.1835,0.5820000000000001,0.2365,0.317,10
415,F,0.62,0.47,0.14,1.0325,0.3605,0.22399999999999998,0.36,15
1815,F,0.665,0.515,0.185,1.3405,0.5595,0.293,0.4375,11
1128,F,0.56,0.44,0.155,0.6405,0.336,0.1765,0.245,8
790,F,0.57,0.465,0.16,0.8935,0.3145,0.2575,0.263,10
3154,M,0.54,0.41,0.13,0.56,0.2375,0.1065,0.175,7
2647,I,0.5,0.39,0.125,0.583,0.294,0.132,0.1605,8
1743,M,0.685,0.52,0.15,1.3735,0.7185,0.293,0.32,11
3847,M,0.445,0.37,0.125,0.515,0.2495,0.087,0.159,9
2496,F,0.52,0.4,0.13,0.6245,0.215,0.2065,0.17,15
4147,M,0.695,0.55,0.195,1.6645,0.727,0.36,0.445,11
4074,I,0.52,0.4,0.14,0.622,0.278,0.1455,0.16899999999999998,8
1413,M,0.675,0.545,0.185,1.7375,0.8759999999999999,0.3135,0.469,13
802,M,0.425,0.33,0.13,0.4405,0.152,0.0935,0.155,9
1971,F,0.675,0.51,0.185,1.473,0.6295,0.3025,0.4245,11
2185,M,0.445,0.34,0.12,0.4475,0.193,0.1035,0.13,9
2506,I,0.375,0.3,0.075,0.14400000000000002,0.059000000000000004,0.03,0.044000000000000004,7
58,I,0.245,0.19,0.06,0.086,0.042,0.013999999999999999,0.025,4
76,M,0.595,0.475,0.14,0.9440000000000001,0.3625,0.18899999999999997,0.315,9
368,M,0.63,0.49,0.18,1.13,0.45799999999999996,0.2765,0.315,12
1110,I,0.52,0.38,0.135,0.5395,0.2295,0.133,0.157,8
1032,M,0.65,0.52,0.21,1.6785,0.6665,0.308,0.46,11
3653,I,0.53,0.425,0.13,0.7809999999999999,0.3905,0.2005,0.215,9
3860,F,0.55,0.465,0.15,1.082,0.3575,0.19399999999999998,0.19,14
1760,F,0.75,0.565,0.215,1.9380000000000002,0.7735,0.4825,0.575,11
3082,F,0.755,0.575,0.2,2.073,1.0135,0.4655,0.48,11
1073,I,0.405,0.3,0.11,0.32,0.172,0.044000000000000004,0.09300000000000001,7
897,I,0.265,0.195,0.06,0.092,0.0345,0.025,0.0245,6
2155,M,0.58,0.46,0.165,1.2275,0.473,0.1965,0.435,16
3683,M,0.62,0.525,0.155,1.085,0.45399999999999996,0.1965,0.35,10
2700,M,0.67,0.51,0.18,1.68,0.9259999999999999,0.2975,0.3935,13
2550,I,0.28,0.22,0.08,0.1315,0.066,0.024,0.03,5
124,I,0.36,0.28,0.08,0.1755,0.081,0.0505,0.07,6
869,M,0.615,0.51,0.15,1.296,0.545,0.3315,0.32,9
761,F,0.55,0.44,0.155,0.946,0.313,0.1825,0.335,16
1501,M,0.63,0.455,0.15,1.1315,0.48100000000000004,0.2745,0.305,9
2417,M,0.31,0.235,0.06,0.12,0.0415,0.033,0.04,11
2356,M,0.575,0.47,0.15,1.1415,0.4515,0.204,0.4,13
429,F,0.575,0.45,0.17,1.0475,0.3775,0.1705,0.385,18
1612,I,0.55,0.425,0.15,0.639,0.26899999999999996,0.1345,0.217,9
665,F,0.395,0.295,0.095,0.2245,0.078,0.054000000000000006,0.08,10
810,M,0.505,0.405,0.14,0.875,0.2665,0.174,0.285,12
2319,F,0.505,0.395,0.145,0.6515,0.2695,0.153,0.205,15
2380,M,0.175,0.135,0.04,0.0305,0.011000000000000001,0.0075,0.01,5
442,F,0.505,0.425,0.14,0.85,0.275,0.1625,0.285,19
829,I,0.415,0.32,0.11,0.3735,0.175,0.0755,0.109,7
2582,M,0.53,0.41,0.14,0.6809999999999999,0.3095,0.1415,0.1835,6
433,M,0.545,0.42,0.14,0.7505,0.2475,0.13,0.255,22
1563,I,0.455,0.36,0.115,0.457,0.2085,0.0855,0.147,10
387,M,0.46,0.38,0.135,0.48200000000000004,0.207,0.1225,0.145,10
30,M,0.58,0.47,0.165,0.9975,0.3935,0.242,0.33,10
1116,I,0.525,0.395,0.12,0.608,0.297,0.1395,0.1405,8
203,F,0.53,0.435,0.17,0.8155,0.2985,0.155,0.275,13
2810,M,0.72,0.55,0.205,2.165,1.1055,0.525,0.40399999999999997,10
1161,M,0.61,0.485,0.16,1.0145,0.5315,0.212,0.2415,8
4098,F,0.65,0.495,0.16,1.3105,0.5770000000000001,0.3315,0.355,9
2856,F,0.655,0.515,0.17,1.527,0.8485,0.2635,0.331,11
1532,I,0.285,0.21,0.055,0.10099999999999999,0.0415,0.017,0.0335,5
1580,I,0.5,0.4,0.12,0.616,0.261,0.14300000000000002,0.1935,8
3961,M,0.695,0.55,0.205,2.173,1.133,0.4665,0.496,10
2836,M,0.58,0.445,0.16,0.9840000000000001,0.49,0.201,0.27,9
478,M,0.735,0.59,0.225,1.756,0.637,0.3405,0.58,21
2019,I,0.51,0.455,0.135,0.6855,0.2875,0.154,0.2035,9
1268,I,0.465,0.34,0.11,0.34600000000000003,0.1425,0.073,0.113,11
443,I,0.395,0.295,0.1,0.2715,0.134,0.0325,0.085,10
2282,F,0.495,0.385,0.13,0.6905,0.3125,0.179,0.175,10
2953,F,0.645,0.52,0.17,1.197,0.526,0.2925,0.317,11
1638,I,0.575,0.445,0.17,0.8015,0.3475,0.1465,0.25,9
3624,F,0.665,0.5,0.175,1.4355,0.643,0.345,0.37,9
192,M,0.58,0.45,0.15,0.927,0.276,0.1815,0.36,14
567,I,0.435,0.33,0.125,0.406,0.1685,0.1055,0.096,12
1412,F,0.67,0.505,0.175,1.0145,0.4375,0.271,0.3745,10
3274,F,0.5,0.405,0.14,0.6735,0.265,0.124,0.25,18
6,F,0.53,0.415,0.15,0.7775,0.237,0.1415,0.33,20
3353,I,0.475,0.365,0.14,0.4545,0.171,0.11800000000000001,0.158,8
439,M,0.5,0.415,0.165,0.6885,0.249,0.138,0.25,13
289,F,0.535,0.435,0.16,0.8105,0.3155,0.1795,0.24,10
1146,M,0.58,0.445,0.135,0.8140000000000001,0.3775,0.1915,0.22,9
864,M,0.6,0.495,0.175,1.29,0.606,0.276,0.3445,11
1025,M,0.645,0.52,0.175,1.636,0.779,0.342,0.43200000000000005,11
4082,I,0.565,0.465,0.15,1.1815,0.581,0.2215,0.3095,9
1233,I,0.37,0.28,0.085,0.217,0.1095,0.035,0.062,6
3642,I,0.465,0.355,0.12,0.4975,0.2375,0.099,0.14,8
3609,F,0.555,0.405,0.12,0.9129999999999999,0.4585,0.196,0.2065,9
2812,I,0.24,0.17,0.05,0.0545,0.0205,0.016,0.0155,5
1406,F,0.655,0.52,0.19,1.4545,0.6,0.3865,0.38299999999999995,10
1874,I,0.535,0.455,0.14,1.0015,0.53,0.1765,0.244,9
1615,I,0.55,0.425,0.15,0.7665,0.33899999999999997,0.17600000000000002,0.21,8
2627,I,0.275,0.205,0.07,0.1055,0.495,0.019,0.0315,5
1052,M,0.765,0.6,0.22,2.302,1.0070000000000001,0.509,0.6205,12
194,F,0.51,0.4,0.14,0.8145,0.45899999999999996,0.1965,0.195,10
450,M,0.725,0.565,0.215,1.891,0.6975,0.4725,0.58,16
1779,M,0.5,0.37,0.15,1.0615,0.494,0.223,0.29600000000000004,9
2677,F,0.615,0.475,0.17,1.055,0.5429999999999999,0.24600000000000002,0.2345,9
29,M,0.575,0.425,0.14,0.8635,0.39299999999999996,0.22699999999999998,0.2,11
3466,M,0.64,0.5,0.17,1.4545,0.642,0.3575,0.354,9
